source_id,treated,kind,Signature 1,Signature 2,Signature 3,Signature 4,Signature 5,Signature 6,Signature 7,Signature 8,Signature 9,Signature 10,Signature 11,Signature 12,Signature 13,Signature 14,Signature 15,Signature 16,Signature 17,Signature 18,Signature 19,Signature 20,Signature 21,Signature 22,Signature 23,Signature 24,Signature 25,Signature 26,Signature 27,Signature 28,Signature 29,Signature 30,Cisplatin Gallus gallus,Cyclophosphamide Gallus gallus,Etoposide Gallus gallus,Cisplatin C Elegans
AOCS-059-1-8,False,all,0.299457,0.033825,0.089723,0.000000,0.139388,0.000000,0.005612,0.118957,0.000000,0.000000,0.038269,0.000000,0.031954,0.000000,0.000000,0.163947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044121,0.034747,0.000000
AOCS-060-1-5,False,all,0.373316,0.015170,0.100566,0.009863,0.232119,0.000000,0.000000,0.088040,0.000000,0.030647,0.026393,0.000000,0.053793,0.000000,0.000000,0.000000,0.000000,0.036683,0.005409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028001,0.000000,0.000000,0.000000,0.000000
AOCS-061-1-8,False,all,0.191690,0.018514,0.170839,0.000000,0.238204,0.000000,0.001866,0.269649,0.013642,0.000000,0.027853,0.000000,0.026424,0.000000,0.003406,0.008348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029566,0.000000
AOCS-063-1-3,False,all,0.108109,0.010866,0.340220,0.000000,0.018405,0.000000,0.004002,0.231621,0.000000,0.000000,0.000000,0.000000,0.037377,0.005164,0.000000,0.153994,0.000000,0.000000,0.003244,0.000000,0.008246,0.011023,0.011304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036538,0.019886,0.000000,0.000000,0.000000
AOCS-064-1-6,False,all,0.000000,0.003423,0.428518,0.000000,0.000000,0.021782,0.000000,0.377967,0.000000,0.000000,0.000000,0.035927,0.022082,0.000000,0.000000,0.000000,0.000000,0.000000,0.016438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004630,0.000000,0.023175,0.003203,0.054922,0.000000,0.007934
AOCS-064-3-3,True,unique to treated,0.000000,0.000000,0.512506,0.000000,0.000000,0.000000,0.000000,0.084197,0.055094,0.000000,0.000000,0.034058,0.003380,0.000000,0.009174,0.000000,0.055457,0.000000,0.027380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015363,0.000000,0.037270,0.000000,0.014121,0.126428,0.025573,0.000000
AOCS-064-3-3,True,all,0.000000,0.004057,0.476215,0.000000,0.000000,0.020668,0.000000,0.274323,0.010258,0.000000,0.000000,0.041654,0.013586,0.000000,0.002314,0.000000,0.017646,0.000000,0.029744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006438,0.009372,0.000000,0.000000,0.016624,0.077101,0.000000,0.000000
AOCS-065-1-9,False,all,0.068835,0.006987,0.455608,0.000000,0.066352,0.007995,0.000000,0.241861,0.010073,0.000000,0.002917,0.000000,0.000000,0.000000,0.000000,0.025178,0.000000,0.000000,0.027723,0.000000,0.000000,0.003666,0.000000,0.000000,0.032722,0.000000,0.000000,0.000000,0.000000,0.005872,0.012027,0.032185,0.000000,0.000000
AOCS-065-3-6,True,all,0.068818,0.006056,0.493055,0.000000,0.000000,0.003038,0.000000,0.196692,0.035004,0.000000,0.006363,0.000000,0.001372,0.000000,0.000000,0.050812,0.000000,0.000000,0.052420,0.000000,0.000000,0.000000,0.001614,0.012912,0.021309,0.000000,0.000000,0.000000,0.000000,0.013706,0.000000,0.034424,0.000000,0.002404
AOCS-065-3-6,True,unique to treated,0.045337,0.000000,0.573553,0.000000,0.000000,0.000000,0.005472,0.087917,0.093703,0.000000,0.000000,0.000000,0.015711,0.000000,0.000000,0.000000,0.003499,0.013082,0.049049,0.000000,0.000000,0.000000,0.036004,0.000000,0.000000,0.000000,0.009169,0.000000,0.000000,0.026144,0.000000,0.036201,0.000000,0.005160
AOCS-075-1-0,False,all,0.176046,0.033439,0.275430,0.000000,0.000000,0.000000,0.002159,0.127715,0.000000,0.000000,0.003392,0.000000,0.177188,0.000000,0.000000,0.130256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044141,0.030234,0.000000
AOCS-076-1-3,False,all,0.182398,0.007301,0.270513,0.000000,0.221363,0.000000,0.000000,0.143908,0.035851,0.000000,0.002638,0.000000,0.026921,0.000000,0.000000,0.109109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-077-1-6,True,all,0.360054,0.031726,0.086883,0.000000,0.015896,0.000000,0.018932,0.199166,0.000000,0.000000,0.004666,0.000000,0.033884,0.000000,0.000000,0.173735,0.000000,0.000000,0.024303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050755,0.000000
AOCS-078-1-9,False,all,0.147781,0.008826,0.443772,0.000000,0.014733,0.000000,0.000000,0.046943,0.022788,0.008145,0.011448,0.000000,0.071554,0.000000,0.000000,0.163594,0.000000,0.000000,0.000000,0.000000,0.011213,0.000000,0.000000,0.000000,0.000000,0.011994,0.000000,0.000000,0.000000,0.000000,0.000000,0.015575,0.021635,0.000000
AOCS-079-1-1,False,all,0.108341,0.019589,0.294683,0.000000,0.191289,0.000000,0.002219,0.208656,0.000000,0.000000,0.026254,0.000000,0.037185,0.000000,0.000000,0.042370,0.000000,0.000000,0.000000,0.000000,0.000000,0.010329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047863,0.000000,0.000000,0.011220,0.000000,0.000000
AOCS-080-1-9,False,all,0.190832,0.016566,0.304071,0.000000,0.172933,0.000000,0.012478,0.152325,0.028152,0.000000,0.000000,0.000000,0.025190,0.000000,0.000000,0.038452,0.000000,0.000000,0.047112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011888,0.000000,0.000000
AOCS-081-1-1,False,all,0.230852,0.000000,0.367570,0.000000,0.105332,0.000000,0.000000,0.080099,0.064864,0.000000,0.000000,0.000000,0.025179,0.000000,0.000000,0.088655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033301,0.000000,0.000000,0.000000,0.000000,0.000000,0.004148,0.000000,0.000000
AOCS-083-1-7,False,all,0.165157,0.008539,0.283380,0.000000,0.235520,0.000000,0.000000,0.144849,0.055709,0.000000,0.002727,0.017045,0.032710,0.000000,0.000000,0.021820,0.000000,0.000000,0.008395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024149,0.000000,0.000000
AOCS-084-1-X,False,all,0.165608,0.009863,0.180212,0.000000,0.385426,0.000000,0.000000,0.100608,0.014099,0.000000,0.000000,0.000000,0.038186,0.000000,0.000000,0.035993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070006,0.000000
AOCS-085-1-2,False,all,0.139898,0.031569,0.026036,0.007624,0.315023,0.000000,0.000000,0.248885,0.076514,0.003210,0.024438,0.000000,0.042424,0.035077,0.008204,0.000000,0.000000,0.000000,0.015951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003412,0.000000,0.000000,0.000000,0.000000,0.021734,0.000000
AOCS-086-1-5,False,all,0.105583,0.020744,0.547774,0.000000,0.111398,0.000000,0.000000,0.123347,0.012807,0.000000,0.021134,0.000000,0.022647,0.000000,0.013701,0.010409,0.000000,0.000000,0.010456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-086-3-2,True,unique to treated,0.015515,0.000000,0.435691,0.000000,0.000000,0.000000,0.003488,0.000000,0.018087,0.000000,0.000000,0.010781,0.038104,0.000000,0.000000,0.051899,0.000000,0.000000,0.035364,0.000000,0.000000,0.027158,0.123486,0.000000,0.000000,0.000000,0.012045,0.000000,0.080586,0.000000,0.013805,0.116719,0.000000,0.017273
AOCS-086-3-2,True,all,0.050795,0.007572,0.526141,0.000000,0.000000,0.000000,0.000000,0.017817,0.032203,0.000000,0.014630,0.005684,0.027043,0.000000,0.000000,0.036711,0.000000,0.000000,0.088565,0.000000,0.000000,0.009481,0.028569,0.000000,0.020502,0.000000,0.007375,0.000000,0.057348,0.000000,0.003566,0.057921,0.000000,0.008078
AOCS-088-1-0,False,all,0.038741,0.000000,0.347385,0.000000,0.000000,0.000000,0.000000,0.431979,0.000000,0.006706,0.005018,0.000000,0.031083,0.000000,0.000000,0.000000,0.000000,0.000000,0.047679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013149,0.000000,0.007489,0.000000,0.046741,0.006369,0.017659,0.000000,0.000000
AOCS-088-3-8,True,all,0.008323,0.037319,0.369055,0.000000,0.000000,0.000000,0.000000,0.359851,0.007529,0.000000,0.015046,0.011464,0.061210,0.017909,0.000000,0.000000,0.000000,0.000000,0.037173,0.000000,0.000000,0.000000,0.000000,0.000000,0.004463,0.000000,0.000000,0.000000,0.000000,0.010857,0.010944,0.048857,0.000000,0.000000
AOCS-088-3-8,True,unique to treated,0.000000,0.055241,0.385917,0.000000,0.000000,0.000000,0.000000,0.315491,0.005125,0.000000,0.014790,0.003386,0.082385,0.021290,0.000000,0.000000,0.000000,0.000000,0.035641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002202,0.000000,0.000000,0.000000,0.009559,0.068972,0.000000,0.000000
AOCS-090-1-0,False,all,0.104669,0.003589,0.532002,0.000000,0.000000,0.000000,0.000000,0.165911,0.045088,0.000000,0.008837,0.000000,0.011492,0.006529,0.000000,0.089227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009026,0.000000,0.000000,0.000000,0.000000,0.000000,0.023631,0.000000,0.000000
AOCS-091-1-3,False,all,0.017110,0.007990,0.516002,0.000000,0.107453,0.043397,0.000000,0.209973,0.000000,0.000000,0.000000,0.005358,0.004878,0.000000,0.000000,0.000000,0.000000,0.000000,0.004996,0.000000,0.005759,0.000000,0.000000,0.003402,0.010904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053431,0.009348,0.000000
AOCS-091-3-0,True,all,0.056399,0.001993,0.545424,0.000000,0.000000,0.006654,0.000000,0.045006,0.009601,0.000000,0.000000,0.010519,0.011701,0.000000,0.003983,0.046149,0.000000,0.000000,0.038956,0.000000,0.003017,0.014029,0.009280,0.000000,0.028003,0.000000,0.009380,0.000000,0.038921,0.000000,0.013788,0.087034,0.000000,0.020162
AOCS-091-3-0,True,unique to treated,0.023119,0.000000,0.527736,0.000000,0.000000,0.034221,0.000000,0.069106,0.000000,0.000000,0.000000,0.038907,0.017397,0.000000,0.000000,0.019388,0.000000,0.000000,0.052593,0.000000,0.000000,0.026358,0.000000,0.000000,0.013236,0.000000,0.008104,0.000000,0.029493,0.000000,0.023119,0.104507,0.000000,0.012716
AOCS-092-1-6,False,all,0.145781,0.022689,0.312724,0.000000,0.232789,0.000000,0.000000,0.172450,0.024544,0.000000,0.000000,0.000000,0.016435,0.000000,0.000000,0.039336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012460,0.020790,0.000000
AOCS-092-3-3,True,unique to treated,0.000000,0.000000,0.173333,0.000000,0.000000,0.000000,0.024844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016921,0.091651,0.000000,0.000000,0.116639,0.167616,0.000000,0.000000,0.000000,0.050547,0.000000,0.042833,0.000000,0.069326,0.186710,0.000000,0.059579
AOCS-092-3-3,True,all,0.055025,0.006622,0.371879,0.000000,0.000000,0.000000,0.017897,0.041480,0.000000,0.003255,0.000000,0.000000,0.000000,0.000000,0.000000,0.046639,0.000000,0.000000,0.123632,0.000000,0.000000,0.031696,0.037417,0.000000,0.030881,0.000000,0.023915,0.000000,0.059732,0.000000,0.022298,0.111777,0.000000,0.015857
AOCS-093-1-9,False,all,0.078873,0.023476,0.575960,0.000000,0.000000,0.000000,0.000000,0.169649,0.022473,0.000000,0.000000,0.000000,0.027567,0.000000,0.000000,0.017261,0.000000,0.000000,0.015243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037565,0.000000,0.000000,0.000000,0.000000,0.000000,0.025173,0.000000,0.006761
AOCS-093-3-6,True,all,0.056296,0.019890,0.609819,0.000000,0.000000,0.000000,0.000000,0.096049,0.024610,0.000000,0.008781,0.010076,0.016320,0.000000,0.000000,0.032272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021957,0.000000,0.074550,0.006936,0.004208,0.000000,0.006608,0.000000,0.000000,0.000000,0.000000,0.011628
AOCS-093-3-6,True,unique to treated,0.000000,0.025292,0.467042,0.000000,0.000000,0.000000,0.000000,0.000000,0.025017,0.000000,0.000000,0.030642,0.044224,0.000000,0.000000,0.078019,0.000000,0.000000,0.046555,0.000000,0.000000,0.053690,0.064319,0.000000,0.000000,0.000000,0.019902,0.000000,0.048672,0.000000,0.026710,0.059543,0.000000,0.010372
AOCS-093-8-4,False,all,0.078413,0.017118,0.641530,0.000000,0.000000,0.000000,0.000000,0.120775,0.035077,0.000000,0.009800,0.000000,0.012078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034727,0.034739,0.000000,0.000000,0.000000,0.000000,0.000000,0.008576,0.000000,0.007168
AOCS-094-1-1,False,all,0.049079,0.000000,0.580538,0.000000,0.000000,0.000000,0.000000,0.049244,0.095684,0.000000,0.004948,0.108865,0.048445,0.000000,0.000000,0.000000,0.000000,0.000000,0.030118,0.000000,0.000000,0.001579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025322,0.000000,0.006178
AOCS-094-6-X,True,unique to treated,0.025926,0.002917,0.523237,0.000000,0.036490,0.003977,0.000000,0.168267,0.047261,0.000000,0.006299,0.081472,0.066371,0.000000,0.000000,0.000000,0.000000,0.000000,0.006551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028719,0.000000,0.002513
AOCS-094-6-X,True,all,0.063473,0.009233,0.557431,0.000000,0.000000,0.000000,0.000000,0.136572,0.036962,0.000000,0.005244,0.048986,0.043751,0.012557,0.000000,0.042590,0.000000,0.000000,0.012348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030853,0.000000,0.000000
AOCS-095-1-4,False,all,0.061866,0.014554,0.429928,0.000000,0.029805,0.022615,0.000000,0.318424,0.000000,0.000000,0.024804,0.000000,0.022242,0.000000,0.000000,0.046165,0.000000,0.000000,0.000000,0.000000,0.003674,0.012058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005281,0.008585,0.000000,0.000000,0.000000,0.000000
AOCS-095-3-1,True,unique to treated,0.021304,0.000000,0.443105,0.000000,0.000000,0.000000,0.007013,0.022160,0.000000,0.000000,0.000000,0.000000,0.019826,0.000000,0.000000,0.000000,0.000000,0.000000,0.098285,0.000000,0.000000,0.072245,0.044894,0.000000,0.000000,0.006665,0.014862,0.000000,0.060635,0.000000,0.061787,0.121719,0.000000,0.005499
AOCS-095-3-1,True,all,0.042758,0.001633,0.409266,0.000000,0.000000,0.000000,0.000000,0.221948,0.000000,0.000000,0.012890,0.009745,0.021985,0.000000,0.000000,0.013184,0.000000,0.000000,0.060657,0.000000,0.000000,0.034161,0.018221,0.000000,0.020311,0.000000,0.003371,0.000000,0.025640,0.026336,0.031944,0.038688,0.000000,0.007264
AOCS-096-1-7,False,all,0.093998,0.014011,0.117261,0.000000,0.357961,0.000000,0.000000,0.271738,0.054871,0.000000,0.003600,0.011921,0.021527,0.000000,0.005435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005100,0.000000,0.015729,0.000000,0.026849,0.000000,0.000000
AOCS-097-1-X,False,all,0.305095,0.031759,0.140892,0.000000,0.002511,0.000000,0.016956,0.229594,0.000000,0.000000,0.047386,0.000000,0.000000,0.000000,0.000000,0.218316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-104-1-6,False,all,0.072250,0.014738,0.412477,0.000000,0.000000,0.000000,0.000000,0.189024,0.000000,0.000000,0.014814,0.000000,0.030261,0.000000,0.000000,0.134190,0.000000,0.000000,0.037899,0.000000,0.017920,0.000000,0.000000,0.000000,0.033928,0.000000,0.000000,0.000000,0.000000,0.008531,0.010281,0.000000,0.023687,0.000000
AOCS-105-1-9,False,all,0.086289,0.003353,0.423153,0.000000,0.010732,0.010401,0.000000,0.241752,0.000000,0.000000,0.028092,0.016846,0.019808,0.000000,0.000000,0.088338,0.000000,0.000000,0.028182,0.000000,0.000000,0.014405,0.000000,0.000000,0.000000,0.000000,0.000000,0.002603,0.000000,0.014191,0.007596,0.004259,0.000000,0.000000
AOCS-106-1-1,True,all,0.081507,0.007313,0.455654,0.019586,0.108639,0.000000,0.000000,0.205403,0.000000,0.000000,0.000000,0.000000,0.008494,0.000000,0.000000,0.043572,0.000000,0.000000,0.012343,0.000000,0.004310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050626,0.002553
AOCS-107-1-4,False,all,0.050302,0.011397,0.422277,0.000000,0.056485,0.000000,0.000000,0.179413,0.000000,0.000000,0.007072,0.035529,0.027460,0.000000,0.000000,0.050474,0.000000,0.000000,0.005116,0.000000,0.032771,0.007105,0.000000,0.000000,0.009170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039443,0.036605,0.029379
AOCS-108-1-7,False,all,0.078756,0.009430,0.501288,0.000000,0.097117,0.008252,0.000000,0.120809,0.040151,0.000000,0.023104,0.000000,0.035690,0.000000,0.000000,0.071470,0.000000,0.000000,0.000000,0.000000,0.000000,0.006355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007577,0.000000
AOCS-109-1-X,False,all,0.295124,0.028497,0.046574,0.000000,0.229760,0.000000,0.000000,0.193137,0.000000,0.000000,0.015020,0.000000,0.038322,0.000000,0.011702,0.038176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010245,0.043014,0.050429,0.000000
AOCS-111-1-X,False,all,0.302816,0.014311,0.225395,0.000000,0.055231,0.000000,0.000000,0.217694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022817,0.149386,0.000000,0.000000,0.008475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-112-1-2,False,all,0.132625,0.009762,0.353713,0.000000,0.113705,0.000000,0.000000,0.298600,0.010329,0.000000,0.036789,0.000000,0.025292,0.000000,0.000000,0.019183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-113-1-5,False,all,0.174636,0.005942,0.203500,0.000000,0.135262,0.000000,0.000000,0.314365,0.000000,0.000000,0.013560,0.000000,0.041022,0.000000,0.000000,0.082620,0.000000,0.000000,0.000000,0.000000,0.004131,0.000000,0.000000,0.000000,0.000000,0.012257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012704,0.000000
AOCS-114-1-8,False,all,0.099458,0.002226,0.405641,0.000000,0.000000,0.001909,0.001657,0.271214,0.000000,0.000000,0.009121,0.000000,0.034445,0.000000,0.009177,0.063173,0.000000,0.000000,0.023836,0.000000,0.000000,0.004691,0.000000,0.000000,0.011820,0.000000,0.000000,0.003364,0.000000,0.000000,0.000000,0.034146,0.000000,0.024121
AOCS-115-1-0,False,all,0.179439,0.004525,0.225576,0.000000,0.214431,0.000000,0.000000,0.286123,0.000000,0.000000,0.018237,0.000000,0.015845,0.000000,0.000000,0.033438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014104,0.000000,0.004781,0.000000,0.000000,0.000000,0.003500
AOCS-116-1-3,False,all,0.129208,0.006962,0.283891,0.000000,0.182445,0.000000,0.000000,0.187171,0.047650,0.000000,0.000000,0.000000,0.031747,0.000000,0.000000,0.038029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071840,0.000000
AOCS-117-3-3,True,all,0.066321,0.061233,0.244649,0.000000,0.000000,0.000000,0.000000,0.296457,0.004836,0.000000,0.005152,0.000000,0.061799,0.000000,0.000000,0.054187,0.000000,0.000000,0.027236,0.000000,0.000000,0.000000,0.012906,0.000000,0.000000,0.000000,0.008834,0.000000,0.051614,0.013171,0.016889,0.074716,0.000000,0.000000
AOCS-119-3-9,True,all,0.000000,0.008636,0.260254,0.000000,0.000000,0.002356,0.000000,0.457431,0.000000,0.000000,0.000000,0.000000,0.027628,0.018171,0.000000,0.000000,0.000000,0.000000,0.073050,0.015405,0.000000,0.005377,0.000000,0.010547,0.000000,0.000000,0.000000,0.000000,0.030038,0.040823,0.010367,0.030793,0.000000,0.009124
AOCS-120-3-6,True,all,0.055088,0.004245,0.572955,0.000000,0.010231,0.000000,0.000000,0.108900,0.044271,0.000000,0.007764,0.064419,0.022946,0.000000,0.000000,0.037581,0.000000,0.000000,0.000000,0.000000,0.000000,0.011548,0.020982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017347,0.008705,0.013018
AOCS-122-1-4,False,all,0.057193,0.016594,0.409916,0.000000,0.000000,0.000000,0.000000,0.302578,0.000000,0.000000,0.017075,0.000000,0.013593,0.030069,0.000000,0.076786,0.000000,0.000000,0.012574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010862,0.000000,0.000000,0.000000,0.034721,0.000000,0.018040,0.000000,0.000000
AOCS-123-1-7,False,all,0.272873,0.035522,0.260962,0.000000,0.086778,0.000000,0.000000,0.194365,0.031181,0.000000,0.004271,0.000000,0.000000,0.000000,0.000000,0.016803,0.000000,0.000000,0.005494,0.000000,0.000000,0.000000,0.021114,0.000000,0.008006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019809,0.042821,0.000000
